hour,minute,volatility,success,next_return,target,multiplier
16,4,29983.5375,0.3235,-0.0,2612,0.7
16,5,29567.3921,0.3104,-0.0,2619,0.7
16,6,30475.6984,0.3268,0.0,2613,0.7
16,7,30471.8714,0.331,0.0,2613,0.7
16,8,28853.0987,0.3183,0.0,2614,0.7
16,9,28691.0694,0.3289,0.0,2609,0.7
16,10,31214.2857,0.3174,0.0,2618,0.7
16,11,29081.2572,0.3365,-0.0,2609,0.7
16,12,28290.3596,0.3229,-0.0,2614,0.7
16,13,28408.1711,0.3123,0.0,2619,0.7
16,14,28361.4826,0.3286,0.0001,2617,0.7
16,15,30196.1009,0.3482,-0.0,2616,0.7
16,16,30368.3607,0.3317,-0.0,2617,0.7
16,17,30967.5076,0.3211,0.0,2616,0.7
16,18,29443.4683,0.317,-0.0001,2618,0.7
16,19,29344.8276,0.3165,0.0,2610,0.7
16,20,29359.2196,0.3405,-0.0,2614,0.7
16,21,29167.1138,0.3204,-0.0,2609,0.7
16,22,28367.4952,0.3304,-0.0,2615,0.7
16,23,29675.8515,0.341,0.0,2613,0.7
16,24,28041.3318,0.3257,0.0,2613,0.7
16,25,29160.9943,0.3453,0.0,2615,0.7
16,26,29111.2811,0.3197,-0.0,2615,0.7
16,27,28158.3174,0.3136,0.0,2615,0.7
16,28,28675.6032,0.3428,0.0,2611,0.7
16,29,26927.7523,0.3242,-0.0,2616,0.7
16,30,31389.8889,0.355,-0.0,2611,0.7
16,31,30514.1437,0.2989,0.0,2616,0.7
16,32,30381.7348,0.3229,0.0,2617,0.7
16,33,28927.9693,0.3138,-0.0,2610,0.7
16,34,29248.3735,0.3203,0.0,2613,0.7
16,35,30238.9144,0.3372,-0.0,2616,0.7
16,36,29704.2846,0.3106,0.0,2614,0.7
16,37,29230.9751,0.3258,-0.0,2615,0.7
16,38,27802.0674,0.3193,0.0,2612,0.7
16,39,27522.1543,0.322,0.0,2618,0.7
16,40,27543.1957,0.3444,0.0,2616,0.7
16,41,28282.8746,0.3257,0.0,2616,0.7
16,42,28266.1568,0.3377,-0.0,2615,0.7
16,43,27636.0856,0.3356,-0.0,2616,0.7
16,44,27525.6705,0.3245,0.0,2610,0.7
16,45,29701.4925,0.3471,-0.0,2613,0.7
16,46,29622.9947,0.3235,0.0,2618,0.7
16,47,29754.5802,0.334,0.0,2620,0.7
16,48,29381.846,0.3175,0.0,2611,0.7
16,49,29255.6362,0.321,-0.0,2617,0.7
16,50,29210.6269,0.3272,0.0,2616,0.7
16,51,29083.3015,0.321,-0.0,2617,0.7
16,52,28727.5163,0.331,0.0,2613,0.7
16,53,28744.559,0.3288,0.0,2619,0.7
16,54,28496.9349,0.3215,-0.0,2610,0.7
16,55,28492.1726,0.3265,0.0,2619,0.7
16,56,28576.5111,0.3347,-0.0,2614,0.7
16,57,27857.362,0.334,-0.0,2608,0.7
16,58,26800.4587,0.3142,0.0,2616,0.7
16,59,27795.9418,0.3273,0.0001,2612,0.7
17,0,33700.5736,0.4203,0.0,2615,0.6
17,1,34112.2995,0.3816,-0.0,2618,0.6
17,2,34367.6752,0.3826,-0.0,2611,0.6
17,3,34479.342,0.3657,0.0001,2614,0.6
17,4,33382.522,0.3703,-0.0,2609,0.6
17,5,33356.8147,0.3645,-0.0,2612,0.6
17,6,33201.2242,0.3822,0.0,2614,0.6
17,7,32339.977,0.3637,0.0,2609,0.6
17,8,31684.7743,0.3592,0.0,2614,0.6
17,9,32009.5785,0.3816,0.0,2610,0.6
17,10,32861.8446,0.3812,0.0,2613,0.6
17,11,31764.8411,0.3761,-0.0,2611,0.6
17,12,32112.1316,0.3827,0.0,2613,0.6
17,13,31221.8822,0.35,0.0,2614,0.6
17,14,30340.8742,0.3662,0.0001,2608,0.6
17,15,32120.0153,0.4041,-0.0,2608,0.6
17,16,32096.5147,0.3638,-0.0,2611,0.6
17,17,32025.2487,0.373,-0.0,2614,0.6
17,18,31662.3327,0.3553,0.0,2615,0.6
17,19,30671.3903,0.3792,0.0,2611,0.6
17,20,31677.271,0.3687,-0.0,2609,0.6
17,21,30725.7077,0.3573,-0.0,2614,0.6
17,22,31667.6888,0.3733,-0.0,2609,0.6
17,23,31378.3991,0.3811,-0.0,2611,0.6
17,24,31342.2767,0.3634,-0.0,2609,0.6
17,25,31324.0245,0.3665,0.0,2614,0.6
17,26,31346.2423,0.385,0.0,2608,0.6
17,27,30912.2941,0.3864,-0.0,2611,0.6
17,28,29406.9678,0.374,0.0,2612,0.6
17,29,29085.5718,0.3619,0.0,2606,0.6
17,30,32660.023,0.4082,0.0,2609,0.6
17,31,32807.3535,0.3646,-0.0,2611,0.6
17,32,31707.2331,0.3697,-0.0,2613,0.6
17,33,31166.3473,0.3538,-0.0,2609,0.6
17,34,31197.7812,0.381,-0.0,2614,0.6
17,35,30892.8845,0.3657,-0.0,2614,0.6
17,36,31053.2363,0.3654,-0.0,2611,0.6
17,37,31556.6616,0.379,-0.0,2612,0.6
17,38,30884.3355,0.3654,-0.0,2611,0.6
17,39,29950.9766,0.3646,-0.0,2611,0.6
17,40,31135.7883,0.3748,-0.0,2607,0.6
17,41,31298.3129,0.3815,0.0,2608,0.6
17,42,30025.6902,0.3635,0.0,2608,0.6
17,43,29891.6539,0.3767,-0.0,2612,0.6
17,44,29354.1587,0.3714,-0.0001,2609,0.6
17,45,32544.4444,0.3912,0.0,2610,0.6
17,46,32265.6968,0.3706,-0.0,2612,0.6
17,47,31586.9732,0.369,0.0,2610,0.6
17,48,30956.372,0.344,-0.0,2613,0.6
17,49,30557.6408,0.3707,0.0,2611,0.6
17,50,30927.9693,0.3877,0.0,2610,0.6
17,51,30192.2783,0.3654,-0.0,2616,0.6
17,52,29548.202,0.3527,-0.0,2614,0.6
17,53,29407.2658,0.379,-0.0,2615,0.6
17,54,29715.4347,0.3623,0.0,2611,0.6
17,55,30572.4112,0.3752,-0.0,2617,0.6
17,56,30485.4629,0.3753,0.0,2614,0.6
17,57,30187.9066,0.3762,0.0,2613,0.6
17,58,29543.578,0.3872,-0.0,2616,0.6
17,59,29203.3704,0.3773,0.0001,2611,0.6
18,0,34812.7627,0.407,0.0,2617,0.6
18,1,33331.4176,0.372,0.0,2610,0.6
18,2,32563.0027,0.3642,-0.0,2611,0.6
18,3,32516.2773,0.3696,-0.0,2611,0.6
18,4,31776.7994,0.3641,0.0,2612,0.6
18,5,33525.8126,0.3782,-0.0001,2615,0.6
18,6,32513.3997,0.3564,-0.0,2612,0.6
18,7,32384.0857,0.3454,-0.0,2614,0.6
18,8,30915.7411,0.3589,-0.0,2611,0.6
18,9,30646.4956,0.3673,0.0,2611,0.6
18,10,31589.1354,0.3914,-0.0001,2614,0.6
18,11,31202.0666,0.3655,0.0,2613,0.6
18,12,31232.1224,0.3755,-0.0,2615,0.6
18,13,30919.4785,0.3551,-0.0,2608,0.6
18,14,31123.4709,0.3696,0.0,2616,0.6
18,15,32836.3914,0.4014,0.0001,2616,0.6
18,16,33147.4531,0.3941,0.0,2611,0.6
18,17,32972.0414,0.3554,-0.0,2611,0.6
18,18,32103.911,0.3723,-0.0,2608,0.6
18,19,31309.4874,0.3653,0.0,2614,0.6
18,20,31437.1898,0.3677,-0.0001,2619,0.6
18,21,31054.7054,0.3646,0.0,2614,0.6
18,22,30860.8031,0.3598,-0.0,2615,0.6
18,23,30300.0,0.3663,0.0,2610,0.6
18,24,30865.7461,0.3767,-0.0,2607,0.6
18,25,31347.7595,0.3834,0.0,2611,0.6
18,26,30917.6245,0.3494,-0.0,2610,0.6
18,27,31607.2797,0.3839,0.0,2610,0.6
18,28,30499.0432,0.3728,-0.0,2613,0.6
18,29,29422.3841,0.3645,0.0,2609,0.6
18,30,33010.7239,0.3964,-0.0,2611,0.6
18,31,33519.7242,0.3612,0.0,2611,0.6
18,32,31882.1729,0.3699,-0.0,2614,0.6
18,33,31492.3489,0.3764,0.0,2614,0.6
18,34,30611.005,0.3596,0.0,2617,0.6
18,35,31710.848,0.3877,0.0,2618,0.6
18,36,31075.746,0.3577,-0.0001,2614,0.6
18,37,30439.51,0.3538,0.0,2612,0.6
18,38,30631.74,0.3946,0.0,2615,0.6
18,39,30686.4245,0.3732,0.0,2615,0.6
18,40,31303.2505,0.3759,-0.0,2615,0.6
18,41,31294.5677,0.3768,0.0,2614,0.6
18,42,30509.7514,0.374,0.0,2615,0.6
18,43,29927.4255,0.3556,-0.0,2618,0.6
18,44,29443.8912,0.3742,0.0,2611,0.6
18,45,31552.712,0.3839,0.0,2618,0.6
18,46,31668.3244,0.3539,-0.0,2614,0.6
18,47,31190.8777,0.3603,0.0,2609,0.6
18,48,31010.3369,0.3626,0.0,2612,0.6
18,49,30488.7016,0.3746,0.0,2611,0.6
18,50,30862.3327,0.3725,0.0,2615,0.6
18,51,31055.4705,0.3615,-0.0,2614,0.6
18,52,30692.6904,0.3609,0.0,2613,0.6
18,53,30021.4149,0.3683,0.0,2615,0.6
18,54,29640.2602,0.3682,0.0,2613,0.6
18,55,29496.7495,0.3526,-0.0,2615,0.6
18,56,30217.8066,0.3771,0.0,2617,0.6
18,57,29964.0123,0.3733,-0.0,2612,0.6
18,58,28607.3479,0.372,0.0,2613,0.6
18,59,28439.4636,0.3927,0.0,2610,0.6
19,0,33391.8196,0.414,0.0,2616,0.6
19,1,33478.2277,0.3762,-0.0,2618,0.6
19,2,32860.2068,0.3681,0.0,2611,0.6
19,3,32728.5605,0.3629,-0.0,2612,0.6
19,4,31774.8092,0.3672,0.0,2620,0.6
19,5,32653.0222,0.3845,-0.0,2614,0.6
19,6,33241.9602,0.3599,-0.0,2612,0.6
19,7,32326.2114,0.3636,-0.0,2621,0.6
19,8,32297.0904,0.3691,-0.0,2612,0.6
19,9,32099.3125,0.3564,-0.0,2618,0.6
19,10,31687.0696,0.3573,0.0,2614,0.6
19,11,31803.749,0.373,-0.0,2614,0.6
19,12,31696.5517,0.3759,-0.0001,2610,0.6
19,13,31472.4349,0.3652,0.0,2612,0.6
19,14,30061.974,0.3673,0.0,2614,0.6
19,15,32478.211,0.3834,-0.0,2616,0.6
19,16,32205.0497,0.3619,-0.0,2614,0.6
19,17,31912.3948,0.3711,-0.0,2614,0.6
19,18,30898.7003,0.3597,0.0,2616,0.6
19,19,31561.974,0.3753,0.0,2614,0.6
19,20,32102.1814,0.38,0.0,2613,0.6
19,21,31595.1108,0.3602,-0.0,2618,0.6
19,22,31073.0681,0.3826,-0.0,2614,0.6
19,23,31093.6902,0.3736,0.0,2615,0.6
19,24,30987.7676,0.3651,-0.0,2616,0.6
19,25,30827.0992,0.3656,0.0,2620,0.6
19,26,30183.104,0.3532,0.0,2616,0.6
19,27,29063.5528,0.371,0.0,2612,0.6
19,28,28433.652,0.369,-0.0,2615,0.6
19,29,29226.0038,0.3736,0.0001,2615,0.6
19,30,32947.3081,0.4101,-0.0,2619,0.6
19,31,32635.2851,0.3789,-0.0,2613,0.6
19,32,31691.5138,0.3482,-0.0,2616,0.6
19,33,32180.6723,0.3709,0.0,2618,0.6
19,34,32022.5621,0.3556,0.0,2615,0.6
19,35,32459.8624,0.3907,0.0,2616,0.6
19,36,30698.5097,0.3477,-0.0,2617,0.6
19,37,30104.3578,0.3547,0.0,2616,0.6
19,38,30436.2801,0.3724,-0.0,2613,0.6
19,39,29926.2514,0.3668,-0.0,2617,0.6
19,40,31026.3963,0.3757,0.0,2614,0.6
19,41,31253.6398,0.3743,0.0,2610,0.6
19,42,29787.7629,0.3629,0.0,2615,0.6
19,43,29259.6855,0.3713,-0.0,2607,0.6
19,44,28216.6922,0.3557,-0.0,2612,0.6
19,45,30715.5963,0.3807,0.0,2616,0.6
19,46,30606.3504,0.3749,-0.0,2614,0.6
19,47,30605.8171,0.362,0.0,2613,0.6
19,48,30212.0168,0.3617,0.0,2613,0.6
19,49,29773.2314,0.3618,-0.0,2615,0.6
19,50,30492.5373,0.3594,0.0,2613,0.6
19,51,31116.5902,0.367,-0.0,2616,0.6
19,52,29540.5819,0.371,0.0,2612,0.6
19,53,29771.4941,0.3401,0.0,2617,0.6
19,54,29045.9418,0.3737,-0.0,2612,0.6
19,55,29500.9546,0.3643,-0.0,2619,0.6
19,56,28804.7382,0.3477,-0.0,2617,0.6
19,57,28481.8494,0.3649,-0.0,2617,0.6
19,58,28613.9144,0.3777,-0.0,2616,0.6
19,59,28754.7746,0.3789,0.0,2618,0.6
20,0,32988.9228,0.4465,-0.0,2618,0.5
20,1,34032.8872,0.3981,0.0,2615,0.5
20,2,32730.7839,0.3901,0.0,2615,0.5
20,3,32537.2564,0.4135,0.0,2617,0.5
20,4,31381.6794,0.4118,0.0,2620,0.5
20,5,32214.7497,0.4196,0.0,2617,0.5
20,6,31962.8921,0.4024,-0.0,2614,0.5
20,7,30935.4469,0.3965,0.0,2618,0.5
20,8,29757.6453,0.4037,-0.0,2616,0.5
20,9,30694.3065,0.3985,0.0,2617,0.5
20,10,30829.4455,0.4138,-0.0,2615,0.5
20,11,29940.0306,0.3927,0.0,2618,0.5
20,12,30586.5495,0.4177,-0.0,2617,0.5
20,13,29422.6213,0.389,0.0,2617,0.5
20,14,29317.6426,0.4152,0.0,2613,0.5
20,15,31141.8196,0.4377,0.0,2616,0.5
20,16,31831.1688,0.4121,-0.0,2618,0.5
20,17,30424.196,0.415,0.0,2612,0.5
20,18,30290.631,0.3916,-0.0,2615,0.5
20,19,29820.0229,0.4016,-0.0,2617,0.5
20,20,31273.2491,0.4179,-0.0,2613,0.5
20,21,30876.1941,0.4077,-0.0,2617,0.5
20,22,29969.8473,0.4092,0.0,2620,0.5
20,23,29738.4321,0.4191,0.0,2615,0.5
20,24,29788.4689,0.4135,-0.0,2619,0.5
20,25,30830.8515,0.4139,-0.0,2619,0.5
20,26,30708.7639,0.3957,-0.0,2613,0.5
20,27,30047.0183,0.3976,0.0,2616,0.5
20,28,29436.0643,0.41,0.0,2612,0.5
20,29,29974.7513,0.4135,0.0,2614,0.5
20,30,32404.2065,0.4405,-0.0,2615,0.5
20,31,32353.0987,0.3967,0.0,2614,0.5
20,32,31033.9824,0.4055,0.0,2619,0.5
20,33,30684.6537,0.3793,-0.0,2613,0.5
20,34,30374.0458,0.371,0.0,2620,0.5
20,35,31919.0222,0.4125,-0.0,2618,0.5
20,36,31355.2581,0.3992,0.0,2615,0.5
20,37,31393.8931,0.3966,-0.0,2620,0.5
20,38,31207.1074,0.3989,0.0,2617,0.5
20,39,30488.5321,0.3964,0.0,2616,0.5
20,40,30526.7994,0.4085,0.0,2612,0.5
20,41,30742.6386,0.3912,0.0,2615,0.5
20,42,29970.1264,0.4037,0.0,2611,0.5
20,43,30715.4876,0.3897,0.0,2615,0.5
20,44,30076.4818,0.4076,0.0001,2615,0.5
20,45,32229.9158,0.4426,0.0,2614,0.5
20,46,32158.6391,0.4002,0.0,2616,0.5
20,47,30338.438,0.3867,-0.0001,2612,0.5
20,48,30623.6148,0.4108,0.0,2617,0.5
20,49,30143.951,0.4054,0.0,2612,0.5
20,50,31093.415,0.3962,0.0,2612,0.5
20,51,30915.1376,0.3849,0.0,2616,0.5
20,52,30635.7388,0.3868,0.0,2619,0.5
20,53,30423.8715,0.4032,0.0,2614,0.5
20,54,29938.3142,0.4188,-0.0,2610,0.5
20,55,30461.3323,0.4005,0.0,2612,0.5
20,56,30683.9893,0.4142,0.0,2617,0.5
20,57,29880.6427,0.3975,0.0,2614,0.5
20,58,29380.4971,0.4149,0.0,2615,0.5
20,59,28991.5902,0.4186,0.0,2616,0.5
21,0,37169.5951,0.4607,0.0,2618,0.5
21,1,37653.5373,0.4157,0.0,2615,0.5
21,2,36298.2389,0.41,-0.0,2612,0.5
21,3,35566.7815,0.3869,0.0,2613,0.5
21,4,35102.2597,0.4044,-0.0,2611,0.5
21,5,36106.5292,0.4112,-0.0,2619,0.5
21,6,34505.3558,0.4078,0.0,2614,0.5
21,7,34050.8604,0.405,-0.0,2615,0.5
21,8,32643.7572,0.3944,0.0,2619,0.5
21,9,33191.8227,0.4108,0.0,2617,0.5
21,10,33816.896,0.3995,0.0,2616,0.5
21,11,34556.5317,0.3869,-0.0,2618,0.5
21,12,32677.8754,0.3959,-0.0,2617,0.5
21,13,32465.4184,0.3917,0.0,2617,0.5
21,14,31403.5892,0.4143,0.0001,2619,0.5
21,15,36159.0214,0.4388,-0.0,2616,0.5
21,16,35674.1788,0.3908,0.0,2618,0.5
21,17,34340.8656,0.388,-0.0,2611,0.5
21,18,33629.0076,0.3981,-0.0,2620,0.5
21,19,32725.1908,0.4187,0.0,2620,0.5
21,20,33524.3202,0.4178,0.0,2611,0.5
21,21,33303.9664,0.4081,0.0,2622,0.5
21,22,32917.4943,0.4248,-0.0,2618,0.5
21,23,33573.124,0.4047,0.0,2612,0.5
21,24,32490.6453,0.3944,-0.0,2619,0.5
21,25,33355.861,0.4112,-0.0,2619,0.5
21,26,32756.3956,0.3994,-0.0,2619,0.5
21,27,31431.0806,0.3837,-0.0,2619,0.5
21,28,30550.0765,0.3884,-0.0,2616,0.5
21,29,32358.5627,0.4163,0.0001,2616,0.5
21,30,49022.5191,0.4637,0.0,2620,0.5
21,31,41231.1807,0.3886,0.0,2617,0.5
21,32,40090.2486,0.4084,0.0,2615,0.5
21,33,37465.0096,0.3862,-0.0,2615,0.5
21,34,35770.4354,0.39,-0.0,2618,0.5
21,35,36602.2163,0.4073,0.0,2617,0.5
21,36,35462.156,0.3956,-0.0,2616,0.5
21,37,34246.6539,0.4122,-0.0,2615,0.5
21,38,34185.7088,0.4012,0.0,2617,0.5
21,39,34043.1792,0.4016,0.0,2617,0.5
21,40,35542.7807,0.4141,0.0,2618,0.5
21,41,34857.8544,0.4149,-0.0,2610,0.5
21,42,34539.7858,0.3875,0.0,2614,0.5
21,43,33697.5945,0.4055,-0.0,2619,0.5
21,44,31655.5937,0.3868,0.0,2619,0.5
21,45,35795.9496,0.4238,-0.0,2617,0.5
21,46,35563.17,0.4112,0.0,2612,0.5
21,47,35196.715,0.3988,0.0,2618,0.5
21,48,34840.9786,0.4136,0.0,2616,0.5
21,49,33730.6809,0.3963,0.0,2614,0.5
21,50,34848.6817,0.4115,0.0,2617,0.5
21,51,34193.9672,0.3906,-0.0,2619,0.5
21,52,32875.6695,0.3841,-0.0,2614,0.5
21,53,32425.841,0.4067,-0.0,2616,0.5
21,54,32697.479,0.4022,-0.0001,2618,0.5
21,55,32928.1071,0.4134,0.0,2615,0.5
21,56,33734.7095,0.4174,0.0,2616,0.5
21,57,32970.5995,0.3944,0.0,2619,0.5
21,58,31665.6453,0.4201,-0.0,2611,0.5
21,59,31429.5559,0.402,0.0001,2612,0.5
22,0,37289.5945,0.4522,0.0,2614,0.5
22,1,36505.3599,0.4116,0.0,2612,0.5
22,2,35760.8279,0.4036,-0.0,2609,0.5
22,3,36336.3949,0.3999,-0.0,2613,0.5
22,4,34858.4545,0.3948,0.0,2614,0.5
22,5,36109.7934,0.4155,-0.0,2614,0.5
22,6,35945.2527,0.4096,0.0,2612,0.5
22,7,33931.14,0.4009,-0.0,2614,0.5
22,8,33534.8125,0.4166,0.0,2614,0.5
22,9,33242.737,0.4098,0.0,2616,0.5
22,10,34875.2869,0.4216,0.0,2614,0.5
22,11,34741.3925,0.3986,0.0,2614,0.5
22,12,34201.8349,0.4029,-0.0,2616,0.5
22,13,34351.1859,0.3925,0.0,2614,0.5
22,14,33471.6909,0.4078,0.0001,2614,0.5
22,15,36870.0306,0.4388,-0.0001,2616,0.5
22,16,35706.8043,0.3846,-0.0,2616,0.5
22,17,34619.3204,0.3887,0.0,2619,0.5
22,18,34730.1527,0.4008,0.0,2620,0.5
22,19,34041.316,0.4086,0.0,2614,0.5
22,20,36574.4843,0.4053,0.0,2618,0.5
22,21,36949.9618,0.4179,-0.0001,2618,0.5
22,22,35025.6508,0.3917,-0.0,2612,0.5
22,23,35377.9648,0.4055,0.0,2614,0.5
22,24,33836.0781,0.3949,0.0,2611,0.5
22,25,35324.407,0.4051,-0.0,2614,0.5
22,26,33850.0956,0.4046,-0.0,2615,0.5
22,27,33524.101,0.4109,-0.0,2614,0.5
22,28,34035.2896,0.389,0.0,2607,0.5
22,29,33100.9174,0.4128,0.0001,2616,0.5
22,30,45682.9828,0.46,0.0,2615,0.5
22,31,47898.6616,0.3977,-0.0,2615,0.5
22,32,45517.4263,0.4083,0.0,2611,0.5
22,33,43026.0038,0.3901,-0.0,2615,0.5
22,34,41388.2083,0.3882,-0.0,2612,0.5
22,35,42326.0703,0.3964,-0.0,2616,0.5
22,36,41521.9549,0.3891,-0.0,2619,0.5
22,37,40377.8203,0.3832,0.0,2615,0.5
22,38,39398.1658,0.3878,-0.0,2617,0.5
22,39,39038.6677,0.4035,-0.0,2612,0.5
22,40,41779.648,0.4231,0.0,2614,0.5
22,41,41464.4767,0.4045,0.0,2618,0.5
22,42,40604.5889,0.4065,-0.0,2615,0.5
22,43,39817.1385,0.4002,-0.0,2614,0.5
22,44,39124.5701,0.4169,0.0,2617,0.5
22,45,43042.8298,0.4287,-0.0,2615,0.5
22,46,41591.5709,0.4054,-0.0,2610,0.5
22,47,39544.759,0.4009,-0.0,2614,0.5
22,48,38775.2294,0.4014,-0.0,2616,0.5
22,49,37906.6207,0.3854,-0.0,2613,0.5
22,50,40186.3758,0.4007,-0.0,2613,0.5
22,51,40604.66,0.4018,-0.0,2618,0.5
22,52,39425.7842,0.4055,-0.0,2614,0.5
22,53,39539.0805,0.4019,-0.0,2610,0.5
22,54,41358.945,0.4037,-0.0,2616,0.5
22,55,41763.4902,0.4168,-0.0,2613,0.5
22,56,42077.7182,0.397,0.0,2612,0.5
22,57,39846.036,0.4228,0.0001,2611,0.5
22,58,45006.5034,0.4155,-0.0,2614,0.5
22,59,36407.1948,0.3873,0.0001,2613,0.5
23,0,45657.4924,0.4637,0.0,2616,0.5
23,1,45762.634,0.4181,-0.0,2612,0.5
23,2,43405.581,0.396,-0.0,2616,0.5
23,3,42208.9552,0.3949,0.0,2613,0.5
23,4,41500.5745,0.4087,-0.0,2611,0.5
23,5,41769.5835,0.405,0.0,2617,0.5
23,6,40871.7458,0.3901,0.0,2612,0.5
23,7,40490.631,0.3973,-0.0,2615,0.5
23,8,42558.2728,0.4066,-0.0,2617,0.5
23,9,39622.8943,0.3955,-0.0,2612,0.5
23,10,40224.5601,0.4074,-0.0,2614,0.5
23,11,40500.7657,0.4028,0.0,2612,0.5
23,12,39856.9243,0.3975,0.0,2614,0.5
23,13,38380.5513,0.4112,-0.0,2612,0.5
23,14,39429.0088,0.3965,0.0,2613,0.5
23,15,42034.8525,0.4309,-0.0,2611,0.5
23,16,42249.3308,0.4298,-0.0,2615,0.5
23,17,40681.853,0.4051,0.0,2612,0.5
23,18,38716.4179,0.4083,-0.0,2613,0.5
23,19,38967.4579,0.3993,-0.0,2612,0.5
23,20,41579.2496,0.423,0.0,2612,0.5
23,21,40585.086,0.4038,-0.0,2615,0.5
23,22,37883.9252,0.4089,-0.0,2619,0.5
23,23,37877.2936,0.4178,0.0,2616,0.5
23,24,38785.086,0.4161,0.0,2615,0.5
23,25,40101.7598,0.4258,-0.0,2614,0.5
23,26,39340.4662,0.3951,-0.0,2617,0.5
23,27,37509.1743,0.4018,0.0,2616,0.5
23,28,37739.2134,0.4066,0.0,2619,0.5
23,29,36641.4083,0.4179,0.0001,2613,0.5
23,30,44140.8882,0.4437,-0.0,2612,0.5
23,31,45934.8659,0.4077,-0.0,2610,0.5
23,32,45257.657,0.4054,-0.0,2612,0.5
23,33,45113.6625,0.4026,0.0,2613,0.5
23,34,42288.5057,0.4023,0.0,2610,0.5
23,35,47470.7457,0.4153,-0.0,2615,0.5
23,36,43771.1767,0.4209,-0.0,2609,0.5
23,37,41694.37,0.3884,-0.0,2611,0.5
23,38,40665.0038,0.4021,0.0,2606,0.5
23,39,40787.4952,0.417,-0.0,2607,0.5
23,40,42798.7758,0.4231,0.0,2614,0.5
23,41,42715.5436,0.4066,-0.0,2612,0.5
23,42,42660.4063,0.4078,-0.0,2609,0.5
23,43,41255.2622,0.3927,-0.0,2613,0.5
23,44,39777.6074,0.4011,0.0,2608,0.5
23,45,44501.5361,0.4435,-0.0,2604,0.5
23,46,44001.1477,0.3994,-0.0,2614,0.5
23,47,43555.0019,0.3959,-0.0,2609,0.5
23,48,41845.8301,0.3963,-0.0,2614,0.5
23,49,40088.0889,0.4006,-0.0,2611,0.5
23,50,41643.295,0.3985,-0.0,2610,0.5
23,51,40583.7486,0.4028,-0.0001,2609,0.5
23,52,39603.2172,0.3953,-0.0,2611,0.5
23,53,37412.3948,0.3944,-0.0,2614,0.5
23,54,38249.232,0.3948,0.0,2604,0.5
23,55,40346.9778,0.4116,0.0,2614,0.5
23,56,39480.2758,0.4182,-0.0,2611,0.5
23,57,39152.0154,0.4081,-0.0,2605,0.5
23,58,37993.1087,0.402,0.0,2612,0.5
23,59,38160.9812,0.4258,0.0001,2609,0.5
